"ID","Player","Team","Position","RkOv","Status","Age","Salary","Contract","Score","%D","ADP","Ros","+/-","IP","QS","SV","HLD","BB/9","K","ERA","H/IP","H/AB","R","RBI","HR","SB","AVG","OBP","SLG","GP"
"*05oz7*","Jose Butto","SF","RP","","FA","27","100,000","A","49.78","7","470.6","15%","0%","62","0","0","8","4.06","53","3.77","0.85","0/0","0","0","0","0","0","0","0","50"
"*0648f*","Zach Maxwell","CIN","RP","","FA","25","100,000","A","20.97","4","470.9","18%","+1%","23","0","0","0","7.43","25","5.09","0.87","0/0","0","0","0","0","0","0","0","19"
"*02hfr*","Caleb Thielbar","CHC","RP","","FA","38","100,000","A","67.18","6","471.1","14%","0%","54","0","2","22","2.67","55","3.83","0.89","0/0","0","0","0","0","0","0","0","66"
"*02hdy*","Pierce Johnson","CIN","RP","","FA","34","100,000","A","56.93","5","471.6","11%","0%","61","0","0","18","3.25","68","4.13","0.89","0/0","0","0","0","0","0","0","0","64"
"*04xne*","Yoendrys Gomez","TB","RP","","FA","26","100,000","A","31.02","8","471.7","15%","0%","53","5","0","0","4.75","53","4.75","0.92","0/0","0","0","0","0","0","0","0","10"
"*0519h*","Hunter Bigge","TB","RP","","FA","27","100,000","A","43.86","4","472","12%","0%","36","0","0","0","3.75","41","4.00","0.83","0/0","0","0","0","0","0","0","0","32"
"*06am5*","Luinder Avila","KC","RP","","FA","24","100,000","A","22.93","6","472","11%","0%","32","0","0","0","5.63","28","4.50","0.94","0/0","0","0","0","0","0","0","0","27"
"*04pps*","Hogan Harris","ATH","RP","","FA","29","100,000","A","36.43","22","472.1","19%","0%","67","0","14","4","5.10","62","4.70","0.96","0/0","0","0","0","0","0","0","0","41"
"*02bqn*","Michael Kelly","ATH","RP","","FA","33","100,000","A","49.12","8","472.8","6%","0%","47","0","9","11","3.83","33","4.02","0.94","0/0","0","0","0","0","0","0","0","43"
"*051aa*","Porter Hodge","CHC","RP","","W <small>(Sun)</small>","24","100,000","A","41.65","10","472.9","26%","0%","50","0","4","14","6.48","58","4.86","0.84","0/0","0","0","0","0","0","0","0","51"
"*03duu*","Ryan Thompson","ARI","RP","","FA","33","100,000","A","65.13","6","473.3","12%","0%","55","0","4","21","2.45","44","3.60","0.96","0/0","0","0","0","0","0","0","0","58"
"*04pyp*","Kody Funderburk","MIN","RP","","FA","29","100,000","A","42.17","7","473.4","7%","0%","47","0","0","10","4.02","45","4.02","0.94","0/0","0","0","0","0","0","0","0","40"
"*041pr*","Joey Wentz","ATL","RP","","FA","28","100,000","A","27.43","8","473.8","12%","0%","53","2","0","0","3.74","54","4.75","1.02","0/0","0","0","0","0","0","0","0","20"
"*041g5*","Elvis Alvarado","ATH","RP","","FA","26","100,000","A","36.14","6","473.8","9%","0%","54","0","0","5","6.17","60","4.50","0.83","0/0","0","0","0","0","0","0","0","46"
"*03as0*","Joe Jimenez","ATL","RP","","FA","31","100,000","A","64.57","7","474.2","16%","0%","49","0","0","0","2.57","65","2.94","0.78","0/0","0","0","0","0","0","0","0","47"
"*05qzx*","Angel Zerpa","MIL","RP","","FA","26","100,000","A","48.8","14","474.3","15%","0%","61","0","0","12","2.80","50","3.98","0.98","0/0","0","0","0","0","0","0","0","63"
"*03qq9*","Justin Lawrence","PIT","RP","","FA","31","100,000","A","31.49","6","474.4","9%","0%","34","0","0","8","5.29","33","4.50","0.91","0/0","0","0","0","0","0","0","0","33"
"*03qxr*","Cole Sands","MIN","RP","","FA","28","100,000","A","66.47","20","474.6","23%","0%","69","0","2","16","2.35","65","3.65","0.91","0/0","0","0","0","0","0","0","0","65"
"*0312l*","Brad Keller","PHI","RP","","FA","30","100,000","A","60.32","25","474.8","38%","0%","69","0","2","26","3.91","59","3.91","0.90","0/0","0","0","0","0","0","0","0","57"
"*04eqw*","Isaac Mattson","PIT","RP","","FA","30","100,000","A","53.68","8","475","8%","0%","54","0","0","14","4.33","55","3.83","0.83","0/0","0","0","0","0","0","0","0","46"
"*0319c*","Mark Leiter Jr.","ATH","RP","","FA","34","100,000","A","54.01","13","475.2","15%","0%","51","0","0","17","3.53","62","4.06","0.90","0/0","0","0","0","0","0","0","0","61"
"*05gd5*","Luis Perales","WSH","RP","","FA","22","100,000","A","39.36","7","475.5","39%","0%","19","0","0","0","7.58","22","3.79","0.58","0/0","0","0","0","0","0","0","0","17"
"*05y4k*","Ben Casparius","LAD","RP","","FA","26","100,000","A","45.02","8","475.5","30%","0%","71","0","0","0","3.55","69","3.93","0.90","0/0","0","0","0","0","0","0","0","45"
"*06elo*","Matt Svanson","STL","RP","","FA","26","100,000","A","52.2","21","475.5","24%","0%","65","0","0","4","3.74","59","3.46","0.86","0/0","0","0","0","0","0","0","0","41"
"*05gs4*","Cole Henry","WSH","RP","","FA","26","100,000","A","39.66","9","475.5","14%","+1%","56","0","2","14","5.79","53","4.66","0.88","0/0","0","0","0","0","0","0","0","60"
"*051c3*","Andrew Nardi","MIA","RP","","FA","27","100,000","A","65.51","6","475.7","10%","0%","44","0","2","12","3.07","61","3.68","0.80","0/0","0","0","0","0","0","0","0","47"
"*0313t*","Tyler Kinley","ATL","RP","","FA","34","100,000","A","53.1","6","475.8","9%","0%","68","0","0","15","3.97","78","4.10","0.87","0/0","0","0","0","0","0","0","0","71"
"*041x9*","Graham Ashcraft","CIN","RP","","FA","27","100,000","A","55.23","9","475.9","23%","0%","66","0","2","24","3.14","57","4.09","0.98","0/0","0","0","0","0","0","0","0","65"
"*03qqf*","Alexis Diaz","TEX","RP","","FA","29","100,000","A","30.41","12","476.1","22%","+1%","31","0","0","5","5.81","35","4.94","0.84","0/0","0","0","0","0","0","0","0","36"
"*04y9f*","Ryan Zeferjahn","LAA","RP","","FA","27","100,000","A","49.74","8","476.3","13%","0%","62","0","2","18","5.08","73","4.50","0.84","0/0","0","0","0","0","0","0","0","63"
"*041py*","Keegan Akin","BAL","RP","","FA","30","100,000","A","55.97","12","476.5","20%","0%","67","0","4","22","3.76","70","4.30","0.91","0/0","0","0","0","0","0","0","0","64"
"*051bm*","Louis Varland","TOR","RP","","FA","28","100,000","A","0","24","476.8","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04puc*","Bennett Sousa","HOU","RP","","FA","30","100,000","A","68.83","8","476.8","16%","0%","58","0","0","10","2.48","63","3.41","0.79","0/0","0","0","0","0","0","0","0","47"
"*06fqx*","Seth Halvorsen","COL","RP","","FA","25","100,000","A","35.7","18","477.1","23%","0%","58","0","8","8","4.97","56","4.66","0.97","0/0","0","0","0","0","0","0","0","57"
"*05jpe*","Connor Phillips","CIN","RP","","FA","24","100,000","A","16.55","21","477.1","28%","0%","47","0","0","4","7.09","43","5.94","0.98","0/0","0","0","0","0","0","0","0","38"
"*05143*","Hunter Gaddis","CLE","RP","","FA","27","100,000","A","80.9","26","477.4","51%","0%","70","0","2","32","2.44","67","3.34","0.86","0/0","0","0","0","0","0","0","0","73"
"*04auk*","Seranthony Dominguez","CHW","RP","","FA","31","100,000","A","60.56","27","477.8","38%","+1%","65","0","2","22","4.43","77","4.02","0.83","0/0","0","0","0","0","0","0","0","68"
"*0514z*","Sawyer Gipson-Long","DET","RP","","FA","28","100,000","A","44.8","32","477.9","32%","0%","26","3","0","0","2.42","25","4.15","0.92","0/0","0","0","0","0","0","0","0","6"
"*03di6*","Jordan Romano","LAA","RP","","FA","32","100,000","A","46.76","14","477.9","18%","0%","46","0","7","10","3.52","57","4.70","0.91","0/0","0","0","0","0","0","0","0","49"
"*0514i*","Andrew Saalfrank","ARI","RP","","FA","28","100,000","A","37.32","18","478","20%","0%","36","0","0","6","5.50","31","4.25","0.83","0/0","0","0","0","0","0","0","0","33"
"*03ppa*","A.J. Minter","NYM","RP","","FA","32","100,000","A","61.01","12","478","20%","0%","38","0","0","8","3.08","46","3.55","0.79","0/0","0","0","0","0","0","0","0","42"
"*03dpg*","Kevin Ginkel","ARI","RP","","FA","31","100,000","A","62.88","16","478.9","17%","0%","67","0","6","17","4.03","78","3.76","0.87","0/0","0","0","0","0","0","0","0","66"
"*05ylp*","Jared Koenig","MIL","RP","","FA","32","100,000","A","72.8","9","479.1","27%","0%","62","0","0","24","2.90","60","3.34","0.85","0/0","0","0","0","0","0","0","0","65"
"*02myt*","Steven Okert","HOU","RP","","FA","34","100,000","A","59.17","9","479.5","14%","0%","67","0","0","12","3.09","79","4.03","0.85","0/0","0","0","0","0","0","0","0","70"
"*05a29*","Carmen Mlodzinski","PIT","RP","","FA","26","100,000","A","53.82","20","479.7","22%","+1%","46","7","0","6","3.13","40","3.72","0.93","0/0","0","0","0","0","0","0","0","12"
"*04q05*","Alex Vesia","LAD","RP","","FA","29","100,000","A","77.69","26","479.8","48%","0%","61","0","2","24","3.39","79","3.39","0.70","0/0","0","0","0","0","0","0","0","69"
"*0374m*","Tyler Rogers","TOR","RP","","FA","35","100,000","A","74.36","21","480","44%","+1%","69","0","2","31","1.57","51","3.26","0.96","0/0","0","0","0","0","0","0","0","75"
"*0511r*","Drey Jameson","ARI","RP","","FA","28","100,000","A","9.47","10","481","12%","0%","20","0","0","0","6.30","21","5.40","1.05","0/0","0","0","0","0","0","0","0","9"
"*02c47*","Shawn Armstrong","CLE","RP","","FA","35","100,000","A","67.48","20","481.7","27%","0%","74","0","0","13","2.68","69","3.28","0.86","0/0","0","0","0","0","0","0","0","67"
"*0649e*","A.J. Blubaugh","HOU","RP","","FA","25","100,000","A","14.15","20","482.2","31%","+1%","21","2","0","0","6.00","18","5.14","1.00","0/0","0","0","0","0","0","0","0","5"
"*04ew7*","Aaron Ashby","MIL","RP","","FA","27","100,000","A","39.97","29","482.4","32%","0%","65","0","0","8","5.68","67","4.29","0.86","0/0","0","0","0","0","0","0","0","41"
"*01ucb*","Drew Pomeranz","LAA","RP","","FA","37","100,000","A","62.2","15","482.4","14%","+1%","46","0","2","12","3.13","52","3.72","0.83","0/0","0","0","0","0","0","0","0","54"
"*066n1*","Justin Sterner","ATH","RP","","FA","29","100,000","A","52.64","21","482.7","19%","0%","63","0","2","18","3.43","67","4.43","0.90","0/0","0","0","0","0","0","0","0","57"
"*04naz*","Tyler Holton","DET","RP","","FA","29","100,000","A","74.62","13","482.7","28%","0%","76","0","2","19","1.89","64","3.43","0.87","0/0","0","0","0","0","0","0","0","61"
"*0314j*","Ryan Yarbrough","NYY","RP","","FA","34","100,000","A","47.67","13","483","15%","0%","70","0","0","0","2.44","57","3.99","0.93","0/0","0","0","0","0","0","0","0","30"
"*03d6v*","Michael Kopech","(N/A)","RP","","FA","29","100,000","A","36.17","15","483.3","29%","0%","50","0","0","14","7.20","59","5.22","0.84","0/0","0","0","0","0","0","0","0","28"
"*04nb5*","Hunter Barco","PIT","RP","","FA","25","100,000","A","37.45","21","483.9","51%","+1%","16","0","0","0","5.06","15","3.94","0.81","0/0","0","0","0","0","0","0","0","10"
"*0310c*","Hunter Harvey","CHC","RP","","FA","31","100,000","A","48.27","17","484.2","21%","0%","27","0","0","3","2.67","31","4.00","0.89","0/0","0","0","0","0","0","0","0","29"
"*02h8d*","Steven Matz","TB","RP","","FA","34","100,000","A","59.93","34","484.2","26%","+1%","105","1","2","14","2.23","88","3.94","0.99","0/0","0","0","0","0","0","0","0","58"
"*031fj*","Gabe Speier","SEA","RP","","FA","30","100,000","A","77.66","16","484.3","35%","0%","66","0","0","22","2.73","80","3.41","0.79","0/0","0","0","0","0","0","0","0","79"
"*04q08*","Kyle Leahy","STL","RP","","FA","28","100,000","A","65.94","40","484.4","31%","+1%","82","0","0","20","2.63","68","3.62","0.93","0/0","0","0","0","0","0","0","0","61"
"*04mjn*","Eduard Bazardo","SEA","RP","","FA","30","100,000","A","67.35","14","484.6","20%","0%","73","0","0","16","3.33","74","3.58","0.79","0/0","0","0","0","0","0","0","0","67"
"*02j77*","Chris Martin","TEX","RP","","FA","39","100,000","A","57.68","12","484.6","15%","+1%","43","0","4","0","1.47","43","3.35","0.93","0/0","0","0","0","0","0","0","0","48"
"*066du*","Brad Lord","WSH","RP","","FA","25","100,000","A","56.68","46","485","37%","0%","108","12","0","0","3.17","90","4.00","0.93","0/0","0","0","0","0","0","0","0","22"
"*05ym7*","Fernando Cruz","NYY","RP","","FA","35","100,000","A","66.44","21","485.4","34%","0%","56","0","2","21","4.34","86","3.86","0.71","0/0","0","0","0","0","0","0","0","56"
"*0318i*","Justin Topa","MIN","RP","","FA","34","100,000","A","60.32","18","485.4","13%","0%","60","0","4","14","2.70","49","3.45","0.97","0/0","0","0","0","0","0","0","0","61"
"*0657l*","Jack Perkins","ATH","RP","","FA","26","100,000","A","43.45","23","485.5","40%","0%","44","1","0","0","5.11","49","3.89","0.77","0/0","0","0","0","0","0","0","0","14"
"*06mi0*","Bryan King","HOU","RP","","FA","29","100,000","A","77.88","14","485.8","36%","0%","69","0","0","24","2.22","70","3.26","0.86","0/0","0","0","0","0","0","0","0","67"
"*0423e*","Anthony Bender","MIA","RP","","FA","30","100,000","A","68.93","12","486","21%","0%","50","0","2","23","3.06","44","3.42","0.88","0/0","0","0","0","0","0","0","0","55"
"*0512q*","Justin Slaten","BOS","RP","","FA","28","100,000","A","65.22","14","486.1","22%","+1%","50","0","2","12","2.16","46","3.42","0.90","0/0","0","0","0","0","0","0","0","48"
"*06luc*","Jack Dreyer","LAD","RP","","FA","26","100,000","A","76.96","15","486.3","32%","0%","71","0","2","18","2.54","70","3.17","0.82","0/0","0","0","0","0","0","0","0","67"
"*02z0e*","Yimi Garcia","TOR","RP","","FA","35","100,000","A","72.1","17","486.6","20%","+1%","35","0","11","17","3.34","43","3.60","0.80","0/0","0","0","0","0","0","0","0","39"
"*04aok*","Gregory Soto","PIT","RP","","FA","30","100,000","A","55.08","16","486.8","22%","0%","58","0","0","18","3.72","65","3.88","0.91","0/0","0","0","0","0","0","0","0","72"
"*032lk*","Sean Newcomb","CHW","RP","","FA","32","100,000","A","33.13","15","488.2","14%","0%","81","2","0","0","4.33","71","4.44","0.94","0/0","0","0","0","0","0","0","0","35"
"*05y9r*","Justin Wrobleski","LAD","RP","","FA","25","100,000","A","33.93","17","488.3","28%","0%","62","0","0","0","3.63","55","4.35","0.95","0/0","0","0","0","0","0","0","0","25"
"*041vm*","Dylan Lee","ATL","RP","","FA","31","100,000","A","73.95","16","488.4","23%","0%","65","0","2","21","2.22","77","3.74","0.86","0/0","0","0","0","0","0","0","0","67"
"*06491*","Orion Kerkering","PHI","RP","","FA","24","100,000","A","71.69","19","488.9","44%","0%","61","0","1","21","3.10","67","3.25","0.85","0/0","0","0","0","0","0","0","0","68"
"*03btm*","Jose Alvarado","PHI","RP","","FA","30","100,000","A","54.1","17","489.7","30%","0%","42","0","0","6","3.64","50","3.64","0.83","0/0","0","0","0","0","0","0","0","46"
"*025it*","Jason Adam","SD","RP","","FA","34","100,000","A","78.61","19","491.7","47%","+1%","59","0","2","26","3.20","67","3.20","0.75","0/0","0","0","0","0","0","0","0","62"
"*041w4*","Bryan Baker","TB","RP","","FA","31","100,000","A","58.56","19","493.3","19%","0%","64","0","0","20","3.66","75","4.22","0.84","0/0","0","0","0","0","0","0","0","68"
"*02n0v*","Hoby Milner","CHC","RP","","FA","35","100,000","A","63.65","0","-","10%","0%","70","0","0","15","2.44","60","3.60","0.91","0/0","0","0","0","0","0","0","0","70"
"*02hxd*","Danny Coulombe","(N/A)","RP","","FA","36","100,000","A","60.2","0","-","7%","0%","44","0","2","9","3.07","48","3.68","0.84","0/0","0","0","0","0","0","0","0","50"
"*021jb*","Ryan Brasier","(N/A)","RP","","FA","38","100,000","A","57","0","-","3%","0%","35","0","0","8","2.57","31","3.60","0.89","0/0","0","0","0","0","0","0","0","38"
"*05ad7*","Manuel Rodriguez","TB","RP","","FA","29","100,000","A","56.88","0","-","6%","0%","24","0","0","4","2.25","21","3.38","0.88","0/0","0","0","0","0","0","0","0","22"
"*03dqv*","Tanner Banks","PHI","RP","","FA","34","100,000","A","56.45","0","-","7%","0%","72","0","0","11","2.13","63","3.88","0.96","0/0","0","0","0","0","0","0","0","64"
"*061jc*","Tim Herrin","CLE","RP","","FA","29","100,000","A","56.1","0","-","9%","0%","50","0","0","16","4.32","53","3.78","0.82","0/0","0","0","0","0","0","0","0","57"
"*025ko*","Justin Wilson","(N/A)","RP","","FA","38","100,000","A","55.72","0","-","2%","0%","54","0","0","18","3.17","60","4.00","0.93","0/0","0","0","0","0","0","0","0","65"
"*05rcp*","Tommy Nance","TOR","RP","","FA","34","100,000","A","55.54","0","-","3%","0%","34","0","0","4","2.65","36","3.44","0.88","0/0","0","0","0","0","0","0","0","35"
"*03cav*","Brent Suter","(N/A)","RP","","FA","36","100,000","A","55.12","0","-","3%","0%","69","0","0","14","2.35","54","3.78","0.99","0/0","0","0","0","0","0","0","0","50"
"*03di1*","Matt Gage","SF","RP","","FA","32","100,000","A","54.64","0","-","2%","0%","33","0","0","5","3.00","28","3.27","0.88","0/0","0","0","0","0","0","0","0","36"
"*031hc*","Cole Sulser","TB","RP","","FA","35","100,000","A","53.64","0","-","2%","0%","25","0","0","0","3.24","25","3.24","0.80","0/0","0","0","0","0","0","0","0","21"
"*04ei8*","Sean Guenther","DET","RP","","FA","30","100,000","A","53.3","0","-","1%","0%","22","0","0","2","2.86","18","3.27","0.86","0/0","0","0","0","0","0","0","0","15"
"*051eh*","Kevin Kelly","TB","RP","","FA","28","100,000","A","52.93","0","-","5%","0%","49","0","0","8","1.65","43","3.86","0.96","0/0","0","0","0","0","0","0","0","49"
"*03drc*","Aaron Bummer","ATL","RP","","FA","32","100,000","A","52.78","0","-","7%","0%","57","0","0","5","3.32","62","3.63","0.89","0/0","0","0","0","0","0","0","0","51"
"*041rq*","Brenan Hanifee","DET","RP","","FA","27","100,000","A","51.52","0","-","8%","0%","60","0","0","12","2.55","46","3.75","1.02","0/0","0","0","0","0","0","0","0","53"
"*02n2v*","Anthony Banda","LAD","RP","","FA","32","100,000","A","51.47","0","-","10%","0%","66","0","0","11","3.95","65","4.09","0.83","0/0","0","0","0","0","0","0","0","66"
"*06kvo*","Spencer Bivens","SF","RP","","FA","31","100,000","A","50.88","0","-","4%","0%","73","0","2","6","2.59","53","3.82","0.97","0/0","0","0","0","0","0","0","0","49"
"*02bqd*","Andrew Chafin","(N/A)","RP","","FA","35","100,000","A","50.8","0","-","3%","0%","63","0","0","8","4.71","74","3.86","0.83","0/0","0","0","0","0","0","0","0","73"
"*04022*","Tim Hill","NYY","RP","","FA","35","100,000","A","50.7","0","-","7%","0%","67","0","0","12","2.28","36","3.76","1.03","0/0","0","0","0","0","0","0","0","66"
"*04y76*","Jacob Webb","CHC","RP","","FA","32","100,000","A","50.55","0","-","7%","0%","62","0","0","10","3.92","63","3.92","0.87","0/0","0","0","0","0","0","0","0","59"
"*05tux*","Dauri Moreta","(N/A)","RP","","FA","29","100,000","A","50.29","0","-","3%","0%","30","0","0","4","4.80","42","3.60","0.70","0/0","0","0","0","0","0","0","0","33"
"*03djb*","Jalen Beeks","(N/A)","RP","","FA","32","100,000","A","50.19","0","-","6%","0%","64","0","0","16","3.66","56","4.08","0.92","0/0","0","0","0","0","0","0","0","63"
"*04q0r*","Dylan Smith","DET","RP","","FA","25","100,000","A","49.9","0","-","7%","0%","25","0","0","0","4.32","27","3.24","0.68","0/0","0","0","0","0","0","0","0","12"
"*03at0*","Kevin Herget","NYM","RP","","FA","34","100,000","A","49.32","0","-","1%","0%","26","0","0","0","2.42","25","3.81","0.88","0/0","0","0","0","0","0","0","0","13"
"*04afk*","Tristan Beck","SF","RP","","FA","29","100,000","A","48.68","0","-","5%","0%","53","0","0","5","2.89","46","3.91","0.92","0/0","0","0","0","0","0","0","0","28"
"*02zif*","Ryan Pressly","(N/A)","RP","","FA","37","100,000","A","48.27","0","-","3%","0%","49","0","2","14","3.12","44","4.04","0.98","0/0","0","0","0","0","0","0","0","50"
"*04pmk*","Michael Grove","(N/A)","RP","","FA","29","100,000","A","48.22","0","-","5%","0%","28","0","0","0","2.57","30","3.86","0.89","0/0","0","0","0","0","0","0","0","22"
"*061pi*","Yaramil Hiraldo","BAL","RP","","FA","30","100,000","A","48.09","0","-","1%","0%","27","0","0","5","3.33","35","4.00","0.85","0/0","0","0","0","0","0","0","0","24"
"*04rhl*","Carlos Vargas","SEA","RP","","FA","26","100,000","A","47.65","0","-","8%","0%","72","0","0","16","3.00","48","4.13","1.00","0/0","0","0","0","0","0","0","0","68"
"*04eoy*","Hunter Stratton","ATL","RP","","FA","29","100,000","A","47.03","0","-","2%","0%","27","0","0","0","2.67","25","3.67","0.93","0/0","0","0","0","0","0","0","0","22"
"*04et8*","Daniel Robert","(N/A)","RP","","FA","31","100,000","A","46.94","0","-","1%","0%","22","0","0","0","3.68","24","3.68","0.82","0/0","0","0","0","0","0","0","0","22"
"*03qkx*","Ryan Burr","(N/A)","RP","","FA","31","100,000","A","46.84","0","-","1%","0%","22","0","0","0","4.09","33","3.68","0.77","0/0","0","0","0","0","0","0","0","23"
