Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Javier Sanoja","MIA",46,199,184,48,33,10,2,2,20,22,12,0,19,1,1,1,,4,3,0.260375,0.0608922,0.0979362,0.621753,0.306926,0.37472,0.298092,0.681646,0.114345,4.948,0.27876,0,-0.68149,21.071,-2.41467,88.447,-0.68149,1.21972,-3.4031333923339844,1.1842215284705162,0.450028,999,,,,,,,182.2,3.960869565,182.2,3.960869565,,,,,,,,,,,,,,,,,,,"Javier Sanoja","28253",691594
"CJ Kayfus","CLE",30,128,113,28,16,7,2,4,16,16,12,0,36,2,1,0,,1,0,0.250885,0.094351,0.280104,0.336842,0.332771,0.434671,0.333706,0.767442,0.183786,5.73632,0.333462,0,-0.158444,17.2803,2.14738,115.606,-0.158444,-0.0929138,2.197292238473892,-2.3095805421471596,0.439766,999,,,,,,,157,5.233333333,157,5.233333333,,,,,,,,,,,,,,,,,,,"CJ Kayfus","33704",692216
"Jake Rogers","DET",28,109,98,20,12,4,1,3,13,13,9,0,32,1,1,0,,0,0,0.201456,0.0820749,0.297188,0.276171,0.272298,0.346676,0.272357,0.618973,0.14522,4.05346,0.26501,0,-0.0916348,9.28061,-3.60295,71.9092,-0.0916348,2.08558,-3.7016595229506493,4.215205430984497,0.436722,999,,,,,,,89.5,3.196428571,89.5,3.196428571,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
"Nathaniel Lowe","CIN",44,189,168,43,29,7,1,7,21,26,19,1,45,1,1,0,,0,0,0.259548,0.101402,0.238458,0.425242,0.337691,0.431714,0.334634,0.769405,0.172166,2.27026,0.313983,0,-0.380079,25.6196,3.30821,109.94,-0.380079,-0.0313556,1.84445920586586,-3.9711703807115555,0.425609,999,,,,,,,224.6,5.104545454,224.6,5.104545454,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Luisangel Acuña","CHW",66,286,263,64,51,10,1,3,37,21,17,0,54,2,2,2,,17,4,0.245429,0.0610718,0.190001,0.321429,0.295197,0.31839,0.272903,0.613586,0.0729606,6.56778,0.298103,0,1.15273,24.4441,-9.31395,72.279,1.15273,1.19535,-8.18191647529602,2.502144694328308,0.425533,395.510009765625,,,,,,,236.4,3.581818181,236.4,3.581818181,,,,,,,,,,,,,,,,,,,"Luisangel Acuna","26548",682668
"Henry Davis","PIT",46,182,160,34,21,7,0,5,20,19,15,0,43,5,1,1,,2,1,0.210658,0.0834582,0.236798,0.352445,0.295873,0.354195,0.288286,0.650068,0.143537,4.07783,0.25454,0,-0.13656,17.818,-3.65458,81.1868,-0.13656,-1.25521,-4.18864668905735,2.294175863265991,0.42519,999,,,,,,,158.7,3.45,158.7,3.45,,,,,,,,,,,,,,,,,,,"Henry Davis","29617",680779
"Giancarlo Stanton","NYY",48,209,188,43,23,8,0,12,21,35,19,1,66,1,1,0,,0,0,0.227957,0.0907117,0.314697,0.288251,0.300509,0.45902,0.324826,0.75953,0.231063,1.36848,0.277632,0,-0.206913,26.6545,1.99456,109.433,-0.206913,0,2.113316461443901,-5.217592716217041,0.417737,251.4600067138672,,,,,,,248.8,5.183333333,248.8,5.183333333,,,,,,,,,,,,,,,,,,,"Giancarlo Stanton","4949",519317
"Travis d'Arnaud","LAA",32,128,116,25,14,6,0,4,13,13,8,0,36,3,1,0,,0,0,0.212905,0.0627657,0.279935,0.224215,0.27868,0.371981,0.285089,0.65066,0.159075,2.26162,0.270305,0,-0.166594,12.1831,-2.89808,79.7527,-0.166594,0.60943,-3.2124655842781067,2.8810343146324158,0.415801,999,,,,,,,112,3.5,112,3.5,,,,,,,,,,,,,,,,,,,"Travis d'Arnaud","7739",518595
"Jeremiah Jackson","BAL",55,239,225,54,35,11,0,8,24,32,10,0,54,2,2,0,,3,2,0.241577,0.042152,0.226274,0.186287,0.277501,0.401646,0.292899,0.679146,0.160068,3.58958,0.280383,0,-0.540594,24.2794,-3.90337,87.7551,-0.540594,-0.922403,-3.9828891158103943,-0.2125268578529358,0.411149,999,,,,,,,220.6,4.01090909,220.6,4.01090909,,,,,,,,,,,,,,,,,,,"Jeremiah Jackson","22239",669236
"Troy Johnston","COL",45,194,175,48,31,11,2,4,22,25,14,0,39,4,1,0,,5,2,0.274405,0.070679,0.200157,0.353118,0.338162,0.42774,0.333279,0.765902,0.153334,5.50432,0.328897,0,-0.0278675,26.0807,3.18218,100.239,-0.0278675,0.410875,0.02711191587150097,-2.5883531272411346,0.398077,748.4099731445312,,,,,,,232.6,5.168888888,232.6,5.168888888,,,,,,,,,,,,,,,,,,,"Troy Johnston","26143",687859
"Gary Sánchez","MIL",32,130,113,24,13,4,0,6,15,19,14,0,35,3,1,0,,0,0,0.209282,0.106007,0.268226,0.395215,0.308781,0.412652,0.316221,0.721432,0.20337,1.79691,0.241605,0,-0.196189,15.7233,0.334785,102.961,-0.196189,-1.05027,0.2609342634677887,-0.7407028079032898,0.394537,999,,,,,,,140.4,4.3875,140.4,4.3875,,,,,,,,,,,,,,,,,,,"Gary Sanchez","11442",596142
"Sam Haggerty","TEX",36,155,138,34,24,6,2,2,19,15,13,0,35,2,1,1,,8,1,0.244038,0.0868401,0.222047,0.391089,0.319613,0.356457,0.299054,0.67607,0.112419,7.48138,0.310404,0,0.736674,16.5933,-1.76636,91.9561,0.736674,0.723647,-0.7364549040794373,-0.8695633411407471,0.383158,999,,,,,,,157.4,4.372222222,157.4,4.372222222,,,,,,,,,,,,,,,,,,,"Sam Haggerty","18054",664059
"Taylor Walls","TBR",48,207,181,38,26,8,2,3,26,20,22,0,49,1,1,3,,9,3,0.212663,0.106967,0.234779,0.455605,0.300183,0.32117,0.279294,0.621352,0.108507,6.64431,0.273233,0,0.365847,18.8098,-5.68168,76.0566,0.365847,0.368247,-5.4835439920425415,2.0474132001399994,0.37876,999,,,,,,,172.3,3.589583333,172.3,3.589583333,,,,,,,,,,,,,,,,,,,"Taylor Walls","22458",670764
"Connor Wong","BOS",45,179,161,39,26,9,0,4,20,18,13,0,44,3,1,1,,3,1,0.244851,0.0711938,0.246743,0.288534,0.310139,0.376931,0.302433,0.68707,0.13208,4.27108,0.313229,0,-0.312325,19.5765,-1.54134,88.6826,-0.312325,-3.26471,-2.6963332891464233,0.22603297233581543,0.376978,999,,,,,,,172,3.822222222,172,3.822222222,,,,,,,,,,,,,,,,,,,"Connor Wong","19896",657136
"Nick Loftin","KCR",26,114,99,24,16,6,0,2,14,14,12,0,17,2,1,0,,2,1,0.243886,0.105803,0.147893,0.715405,0.333564,0.371943,0.313641,0.705507,0.128057,4.22719,0.271459,0,-0.107518,13.5586,0.0543319,97.5824,-0.107518,0.0637201,-0.4331832453608513,0.08146698027849197,0.366703,999,,,,,,,114.6,4.407692307,114.6,4.407692307,,,,,,,,,,,,,,,,,,,"Nick Loftin","27630",679845
"Matt Vierling","DET",53,229,206,50,32,11,2,6,26,26,19,0,49,2,2,0,,3,1,0.242245,0.0825735,0.213043,0.387591,0.308664,0.393149,0.305845,0.701813,0.150904,4.87859,0.288188,0,-0.268897,25.6704,-1.33814,94.978,-0.268897,-2.21487,-1.6218611299991608,-2.6762939989566803,0.365621,999,,,,,,,239.6,4.520754716,239.6,4.520754716,,,,,,,,,,,,,,,,,,,"Matt Vierling","21558",663837
"Everson Pereira","CHW",52,226,203,48,30,8,1,9,31,26,18,0,73,4,2,0,,5,1,0.234832,0.0794435,0.323299,0.245728,0.305962,0.410904,0.312359,0.716866,0.176071,5.4383,0.317909,0,-0.000983069,26.5236,-0.127519,99.4589,-0.000983069,-1.87119,-0.14483989274594933,-4.0730379819869995,0.363178,999,,,,,,,252,4.846153846,252,4.846153846,,,,,,,,,,,,,,,,,,,"Everson Pereira","23695",677592
"Edouard Julien","COL",71,308,264,65,45,11,2,7,34,30,40,0,88,2,1,0,,4,2,0.24623,0.130469,0.284832,0.458055,0.34931,0.37817,0.324033,0.72748,0.13194,4.24593,0.341226,0,-0.769615,39.1488,2.74601,93.9053,-0.769615,-2.76499,-2.995057761669159,-3.723319113254547,0.362055,746.0499877929688,,,,,,,337.1,4.747887323,337.1,4.747887323,,,,,,,,,,,,,,,,,,,"Edouard Julien","27534",666397
"Nathan Church","STL",57,246,223,56,41,9,1,4,30,26,15,0,36,4,2,2,,6,2,0.25116,0.0603423,0.145727,0.414079,0.306613,0.361074,0.293611,0.667687,0.109914,5.54853,0.27972,0,-0.00788959,25.1428,-3.87736,88.8659,-0.00788959,-0.0517005,-3.2489376859739423,-1.3942930661141872,0.361539,999,,,,,,,222.8,3.908771929,222.8,3.908771929,,,,,,,,,,,,,,,,,,,"Nathan Church","31357",701675
"Miguel Andujar","SDP",68,296,278,75,49,17,1,7,31,35,15,1,46,2,1,0,,2,1,0.269403,0.050589,0.155602,0.325117,0.309013,0.418012,0.313893,0.727025,0.148609,3.58707,0.299103,0,-0.586444,35.1438,0.20122,104.351,-0.586444,-0.620819,0.9384719133377075,-7.262176513671875,0.36034,722.9099731445312,,,,,,,314.8,4.629411764,314.8,4.629411764,,,,,,,,,,,,,,,,,,,"Miguel Andujar","15878",609280
"Spencer Jones","NYY",31,134,121,29,16,6,1,6,19,21,11,0,52,1,1,0,,4,1,0.236579,0.0831374,0.385577,0.215618,0.30428,0.450389,0.324096,0.754668,0.21381,6.42668,0.351061,0,0.200123,17.0556,1.20274,108.93,0.200123,-1.02659,1.612227886915207,-2.7480357885360718,0.356514,999,,,,,,,161.7,5.216129032,161.7,5.216129032,,,,,,,,,,,,,,,,,,,"Spencer Jones","31532",682987
"Max Clark","DET",20,84,74,17,13,2,1,2,11,9,10,0,17,0,0,0,,2,0,0.236735,0.116071,0.207143,0.560345,0.328571,0.365306,0.309301,0.693878,0.128571,5.8426,0.283747,0,0.0895484,9.7239,-0.257506,97.3586,0.0895484,0.445041,-0.1734359860420227,0.7467381656169891,0.356295,999,,,,,,,85.3,4.265,85.3,4.265,,,,,,,,,,,,,,,,,,,"Max Clark","sa3022683",703601
"Jonah Heim","ATH",29,115,105,24,16,4,0,3,11,13,8,0,21,0,1,0,,0,0,0.226198,0.0727188,0.187251,0.38835,0.284157,0.355661,0.281085,0.639818,0.129462,3.02358,0.256082,0,-0.0674646,10.5633,-2.97376,75.3536,-0.0674646,0.61259,-3.3955104425549507,2.850244104862213,0.347879,999,,,,,,,93.2,3.213793103,93.2,3.213793103,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
"José Tena","WSN",36,154,140,36,24,7,1,3,18,17,11,0,40,1,1,1,,4,2,0.254225,0.0742054,0.257235,0.288473,0.312095,0.382394,0.304338,0.69449,0.128169,5.2888,0.332796,0,-0.148098,17.1111,-1.09028,94.0863,-0.148098,0.140394,-1.2277763485908508,-0.5162419229745865,0.346279,999,,,,,,,153.8,4.272222222,153.8,4.272222222,,,,,,,,,,,,,,,,,,,"Jose Tena","23691",677588
"Keibert Ruiz","WSN",52,204,191,46,31,10,0,5,19,26,9,0,24,2,2,0,,1,0,0.242436,0.0445173,0.118084,0.376997,0.283138,0.382211,0.288988,0.665348,0.139774,2.48428,0.250336,0,-0.220349,20.1618,-3.99487,83.5714,-0.220349,-3.24266,-4.201151862740517,0.7503952980041504,0.343339,720.3499755859375,,,,,,,177.5,3.413461538,177.5,3.413461538,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"José Fermín","STL",36,155,134,31,21,8,0,2,18,16,17,0,19,3,1,1,,4,2,0.233279,0.108156,0.12007,0.900778,0.329107,0.342034,0.301168,0.671141,0.108755,4.06785,0.253924,0,-0.122192,16.8601,-1.49958,94.0431,-0.122192,0.0444864,-1.2192124873399734,-0.653661772608757,0.337659,999,,,,,,,143.6,3.988888888,143.6,3.988888888,,,,,,,,,,,,,,,,,,,"Jose Fermin","21746",665877
"Jake Fraley","TBR",48,207,184,44,30,10,1,4,22,19,19,1,44,3,1,0,,7,2,0.23973,0.0935926,0.213992,0.437365,0.31937,0.369735,0.304527,0.689105,0.130005,4.89976,0.291054,0,0.404056,23.0563,-1.43514,93.439,0.404056,-0.205773,-1.1987918019294739,-2.643272966146469,0.337228,999,,,,,,,208.4,4.341666666,208.4,4.341666666,,,,,,,,,,,,,,,,,,,"Jake Fraley","19260",641584
"Andrew Benintendi","CHW",81,351,317,80,53,15,2,10,39,43,29,1,70,1,3,0,,2,1,0.25223,0.0835913,0.198187,0.421779,0.315142,0.406865,0.313098,0.722008,0.154636,4.04464,0.290683,0,-0.315202,41.4697,0.0123639,99.9684,-0.315202,-1.01021,-0.3282531909644604,-8.49293076992035,0.333713,735.8099975585938,,,,,,,370.9,4.579012345,370.9,4.579012345,,,,,,,,,,,,,,,,,,,"Andrew Benintendi","17901",643217
"Derek Hill","CHW",28,120,109,26,18,4,1,3,15,12,8,0,35,1,1,1,,4,2,0.238774,0.0706443,0.288424,0.244932,0.297977,0.382361,0.297545,0.680338,0.143587,6.49326,0.317373,0,-0.0816004,12.6991,-1.51481,89.2545,-0.0816004,0.765874,-1.605126030743122,0.6942687258124352,0.330658,999,,,,,,,111.1,3.967857142,111.1,3.967857142,,,,,,,,,,,,,,,,,,,"Derek Hill","16947",656537
"Agustín Ramírez","MIA",37,153,138,34,20,8,0,5,20,19,12,1,31,2,1,0,,4,1,0.242587,0.0774767,0.204983,0.377967,0.308534,0.416218,0.313701,0.724753,0.173631,5.04111,0.276473,0,0.18171,18.1643,0.0803105,99.1397,0.18171,-0.93063,0.025648266077041626,-1.924456775188446,0.327057,86.8499984741211,,,,,,,169.4,4.578378378,169.4,4.578378378,,,,,,,,,,,,,,,,,,,"Agustin Ramirez","26546",682663
"Brandon Lockridge","MIL",20,87,77,20,15,4,1,1,10,9,7,0,23,1,0,1,,5,1,0.254524,0.0845614,0.261526,0.323339,0.324014,0.348571,0.299533,0.672585,0.0940476,7.07496,0.347992,0,0.59727,9.29014,-0.95165,91.5292,0.59727,0.903646,-0.2729572653770447,0.5576586723327637,0.324382,999,,,,,,,92.4,4.62,92.4,4.62,,,,,,,,,,,,,,,,,,,"Brandon Lockridge","21496",663604
"Harry Ford","WSN",23,93,80,19,13,3,0,2,11,10,10,0,21,2,0,0,,2,1,0.232877,0.110672,0.22332,0.495575,0.332016,0.349315,0.306768,0.681331,0.116438,4.24844,0.290221,0,-0.176177,10.5132,-0.474694,95.7511,-0.176177,0,-0.6444735825061798,0.7098765969276428,0.323455,725.52001953125,,,,,,,90.9,3.952173913,90.9,3.952173913,,,,,,,,,,,,,,,,,,,"Harry Ford","29958",695670
"Mitch Garver","SEA",32,126,108,21,14,3,0,4,13,13,16,0,38,1,1,0,,1,0,0.193605,0.124221,0.299679,0.414512,0.301679,0.334012,0.285487,0.63569,0.140407,3.49765,0.255723,0,-0.0610704,12.0776,-2.82253,87.7366,-0.0610704,-1.78156,-1.8837464787065983,0.6814019680023193,0.321297,999,,,,,,,108.8,3.4,108.8,3.4,,,,,,,,,,,,,,,,,,,"Mitch Garver","15161",641598
"Brandon Valenzuela","TOR",24,96,87,18,12,3,0,3,9,11,8,0,26,0,1,0,,0,0,0.209392,0.0847128,0.274027,0.30914,0.278447,0.346818,0.275274,0.625266,0.137426,2.75124,0.265186,0,-0.13547,8.41908,-2.95207,74.7732,-0.13547,0.931416,-2.9968628585338593,2.811045825481415,0.320069,999,,,,,,,74.7,3.1125,74.7,3.1125,,,,,,,,,,,,,,,,,,,"Brandon Valenzuela","23813",678218
"Emmanuel Rodriguez","MIN",17,75,62,14,8,3,1,2,11,8,11,0,27,1,0,0,,2,0,0.221014,0.151515,0.357576,0.423729,0.345455,0.387681,0.326888,0.733136,0.166667,6.47454,0.346667,0,-0.0014872,9.64425,0.837127,108.967,-0.0014872,0.196519,0.7862499345792457,-0.2471538633108139,0.317779,999,,,,,,,89.4,5.258823529,89.4,5.258823529,,,,,,,,,,,,,,,,,,,"Emmanuel Rodriguez","sa3014693",691181
"Amed Rosario","NYY",48,209,196,51,36,8,2,5,23,27,9,0,37,1,2,0,,4,1,0.258558,0.042597,0.176788,0.24095,0.292379,0.38805,0.294521,0.68043,0.129492,5.42192,0.294309,0,0.0521538,21.5194,-3.14059,88.5564,0.0521538,-1.81597,-2.7627633064985275,-1.319053828716278,0.317723,999,,,,,,,206,4.291666666,206,4.291666666,,,,,,,,,,,,,,,,,,,"Amed Rosario","15518",642708
"Andruw Monasterio","BOS",28,120,107,27,18,7,0,2,15,13,11,0,26,1,1,0,,3,2,0.253779,0.091675,0.214794,0.426804,0.32817,0.384634,0.314504,0.712804,0.130855,4.59308,0.312692,0,-0.286856,14.3554,0.141514,96.9978,-0.286856,-1.18493,-0.7125236690044403,-0.32566922903060913,0.31763,999,,,,,,,119.4,4.264285714,119.4,4.264285714,,,,,,,,,,,,,,,,,,,"Andruw Monasterio","19455",655316
"Leo Jiménez","MIA",29,124,107,25,17,5,0,2,15,13,11,0,26,6,1,0,,1,1,0.229479,0.0854759,0.212821,0.401633,0.328918,0.332197,0.299848,0.661115,0.102717,4.25904,0.286526,0,-0.245343,13.3465,-1.33207,89.6497,-0.245343,-0.0442003,-1.7692770510911942,0.7189169824123383,0.315692,999,,,,,,,116.4,4.013793103,116.4,4.013793103,,,,,,,,,,,,,,,,,,,"Leo Jimenez","23782",677870
"Jahmai Jones","DET",24,104,90,22,13,5,1,3,15,14,11,0,25,3,1,1,,2,1,0.245965,0.102604,0.240367,0.426863,0.34087,0.431463,0.336821,0.772333,0.185498,5.81664,0.304561,0,-0.277835,14.3435,2.01351,116.316,-0.277835,0.132011,1.728904277086258,-2.263822481036186,0.312943,999,,,,,,,124.6,5.191666666,124.6,5.191666666,,,,,,,,,,,,,,,,,,,"Jahmai Jones","18872",663330
"Jose Siri","LAA",31,134,123,25,14,5,0,5,18,16,9,0,49,1,1,0,,4,1,0.202093,0.0638236,0.365535,0.174603,0.260811,0.377753,0.277484,0.638564,0.175661,6.17989,0.282506,0,0.124581,11.9781,-3.87477,74.5141,0.124581,2.6776,-3.905538186430931,2.304919481277466,0.308958,999,,,,,,,113.3,3.654838709,113.3,3.654838709,,,,,,,,,,,,,,,,,,,"Jose Siri","17452",642350
"Pavin Smith","ARI",34,147,128,31,19,6,1,5,17,18,18,0,38,0,1,0,,1,0,0.240825,0.121662,0.257542,0.472398,0.333755,0.408786,0.325169,0.742542,0.167961,4.03943,0.304297,0,-0.172032,18.7652,1.44199,107.352,-0.172032,0,1.1055321246385574,-3.015277862548828,0.304008,999,,,,,,,171.6,5.047058823,171.6,5.047058823,,,,,,,,,,,,,,,,,,,"Pavin Smith","19892",656976
"Eric Haase","SFG",29,116,107,24,16,5,0,4,12,14,7,0,36,0,1,0,,0,0,0.228775,0.0637876,0.315125,0.20242,0.279791,0.376784,0.286219,0.656575,0.148009,2.59535,0.307771,0,-0.0695805,11.1509,-2.52109,84.048,-0.0695805,-0.138277,-2.2572421580553055,1.3702111691236496,0.303386,999,,,,,,,100.5,3.465517241,100.5,3.465517241,,,,,,,,,,,,,,,,,,,"Eric Haase","14111",606992
"Starling Marte","KCR",41,179,162,44,32,8,1,3,19,17,12,0,38,4,1,1,,5,1,0.271368,0.0649625,0.214249,0.30321,0.332623,0.389845,0.317818,0.722468,0.118477,5.42225,0.335915,0,0.131029,21.8288,0.691717,100.46,0.131029,0.124364,0.22796747088432312,-3.425019010901451,0.303196,999,,,,,,,196.2,4.785365853,196.2,4.785365853,,,,,,,,,,,,,,,,,,,"Starling Marte","9241",516782
"Tyler Heineman","TOR",27,105,91,19,15,2,0,1,11,9,8,0,20,3,0,3,,1,0,0.207068,0.0721706,0.190625,0.378601,0.28785,0.286815,0.26195,0.574664,0.0797462,4.85866,0.249483,0,-0.08068,8.08071,-4.3734,65.5951,-0.08068,1.57119,-4.354769319295883,3.629829525947571,0.297203,999,,,,,,,65.5,2.425925925,65.5,2.425925925,,,,,,,,,,,,,,,,,,,"Tyler Heineman","13897",623168
"Tristan Gray","MIN",33,144,131,29,18,7,1,5,16,18,10,0,44,2,1,1,,0,0,0.224081,0.0660818,0.30424,0.217203,0.283226,0.388269,0.291337,0.671495,0.164188,3.18096,0.29655,0,-0.250408,14.4861,-2.54097,84.4772,-0.250408,0.252412,-2.886865794658661,0.8025662302970886,0.294487,999,,,,,,,140.4,4.254545454,140.4,4.254545454,,,,,,,,,,,,,,,,,,,"Tristan Gray","19877",656484
"Jon Berti",,20,84,76,19,14,3,0,1,10,7,7,0,19,1,1,0,,5,1,0.244275,0.0821918,0.226027,0.363636,0.312715,0.332061,0.288262,0.644776,0.0877863,6.20857,0.309278,0,0.420526,8.28096,-1.70045,82.7294,0.420526,0.882903,-1.303815871477127,1.2910822331905365,0.29139,999,,,,,,,79.2,3.96,79.2,3.96,,,,,,,,,,,,,,,,,,,"Jon Berti","12037",542932
"Kaelen Culpepper","MIN",16,70,63,16,11,2,0,2,9,8,5,0,15,1,0,0,,2,0,0.247312,0.0684932,0.21135,0.324074,0.315068,0.382796,0.308107,0.697864,0.135484,5.66795,0.294461,0,0.0435423,7.94051,-0.279472,96.0294,0.0435423,0.322,-0.2820268012583256,0.7124321162700653,0.28915,999,,,,,,,73,4.5625,73,4.5625,,,,,,,,,,,,,,,,,,,"Kaelen Culpepper","sa3025360",701785
"Shay Whitcomb","HOU",18,79,72,16,10,3,0,3,10,11,5,0,24,1,0,0,,2,0,0.228986,0.0695297,0.309614,0.224569,0.289994,0.409725,0.302891,0.699719,0.180739,4.87962,0.295537,0,0.0669738,8.66219,-0.650385,93.7696,0.0669738,0.485781,-0.5117847621440887,0.5913368165493011,0.285834,999,,,,,,,76.3,4.238888888,76.3,4.238888888,,,,,,,,,,,,,,,,,,,"Shay Whitcomb","27789",694376
"Curtis Mead","WSN",41,179,159,39,26,8,0,4,21,20,14,0,35,4,1,0,,3,1,0.247307,0.079285,0.196815,0.402839,0.32434,0.383398,0.312912,0.707738,0.13609,4.14436,0.291561,0,-0.183804,21.1163,-0.0207762,99.9601,-0.183804,-0.604395,-0.1922741699963808,-2.982481598854065,0.284528,999,,,,,,,177.1,4.319512195,177.1,4.319512195,,,,,,,,,,,,,,,,,,,"Curtis Mead","23986",678554
"Alika Williams","ATH",21,90,82,20,15,3,0,2,10,8,6,0,18,1,1,1,,1,0,0.240622,0.064115,0.204058,0.3142,0.298039,0.344467,0.284361,0.642507,0.103845,4.08466,0.291,0,-0.192368,8.55856,-2.10189,77.61,-0.192368,1.39543,-2.5732577741146088,2.0756755471229553,0.266979,999,,,,,,,80.4,3.828571428,80.4,3.828571428,,,,,,,,,,,,,,,,,,,"Alika Williams","27604",675961
"Drew Gilbert","SFG",53,229,205,47,31,9,2,6,24,25,18,0,44,4,1,0,,2,1,0.228806,0.079736,0.193785,0.411467,0.302674,0.371741,0.296726,0.674415,0.142935,4.399,0.26463,0,-0.440564,23.978,-3.03053,91.245,-0.440564,-1.14114,-2.812410682439804,-2.241453170776367,0.261535,999,,,,,,,219.1,4.133962264,219.1,4.133962264,,,,,,,,,,,,,,,,,,,"Drew Gilbert","31545",687551
"Jesse Winker",,28,119,100,23,16,4,0,3,13,13,17,0,26,2,1,0,,1,0,0.232787,0.14011,0.217033,0.64557,0.349862,0.370492,0.322479,0.720354,0.137705,3.73399,0.283105,0,-0.094847,15.0039,0.912534,106.235,-0.094847,0,0.7839535474777222,-2.2716050148010254,0.261008,999,,,,,,,127.5,4.553571428,127.5,4.553571428,,,,,,,,,,,,,,,,,,,"Jesse Winker","13590",608385
"Leo Rivas","SEA",17,74,61,13,10,2,0,1,9,6,10,0,19,1,0,1,,3,1,0.208016,0.140202,0.256728,0.546109,0.329609,0.293999,0.288642,0.623608,0.085983,6.30598,0.283463,0,0.230432,7.26599,-1.46455,89.91,0.230432,0.218857,-0.6482688635587692,0.6234866082668304,0.257804,999,,,,,,,62.9,3.7,62.9,3.7,,,,,,,,,,,,,,,,,,,"Leo Rivas","21009",660844
"Tyler Freeman","COL",54,234,203,53,40,9,1,3,27,23,17,0,28,10,1,2,,8,3,0.262624,0.0710886,0.120134,0.591743,0.347501,0.362138,0.318461,0.709639,0.0995141,5.26871,0.290465,0,-0.147687,28.6208,1.02511,90.0884,-0.147687,-0.0530419,-2.8912562429904938,-2.377887684851885,0.256435,745.8599853515625,,,,,,,241.6,4.474074074,241.6,4.474074074,,,,,,,,,,,,,,,,,,,"Tyler Freeman","22532",671289
"Richie Palacios","TBR",47,202,176,40,29,7,1,3,24,19,22,0,41,3,1,0,,8,3,0.22952,0.108759,0.202583,0.536864,0.323029,0.327193,0.292855,0.650222,0.0976733,5.60868,0.282283,0,0.043547,20.5775,-3.31658,85.3983,0.043547,0.417958,-3.4366497360169888,-1.0264866352081299,0.255872,999,,,,,,,184,3.914893617,184,3.914893617,,,,,,,,,,,,,,,,,,,"Richie Palacios","24589",680700
"Colby Thomas","ATH",17,75,69,17,10,4,0,3,9,12,4,0,22,2,0,0,,1,1,0.248051,0.0576916,0.297023,0.194233,0.306204,0.434975,0.32035,0.74118,0.186924,4.94534,0.326338,0,-0.109442,9.32903,0.445321,102.402,-0.109442,0.458077,0.10338205099105835,-0.204269140958786,0.254584,748.5900268554688,,,,,,,83.1,4.888235294,83.1,4.888235294,,,,,,,,,,,,,,,,,,,"Colby Thomas","31855",687515
"Drew Romo","CHW",38,151,138,30,21,6,0,4,15,16,9,0,37,2,1,1,,1,1,0.218703,0.0627659,0.243477,0.25779,0.276141,0.346405,0.274154,0.622547,0.127702,3.50669,0.268478,0,-0.294029,13.0925,-4.77649,73.1407,-0.294029,-0.62469,-5.081469893455505,2.3290136456489563,0.25123,999,,,,,,,117.1,3.081578947,117.1,3.081578947,,,,,,,,,,,,,,,,,,,"Drew Romo","27763",691011
"Graham Pauley","MIA",30,129,116,25,15,6,1,3,15,15,11,0,27,1,1,0,,2,1,0.218595,0.0833378,0.208789,0.399149,0.290442,0.363403,0.2872,0.653844,0.144807,4.80044,0.255989,0,-0.0718179,12.5536,-2.71209,80.9854,-0.0718179,0.905536,-2.9834442660212517,1.11849907040596,0.249276,999,,,,,,,112.3,3.743333333,112.3,3.743333333,,,,,,,,,,,,,,,,,,,"Graham Pauley","31363",688363
"Ryan Ritter","COL",15,65,57,15,9,3,1,2,9,8,5,0,17,1,0,1,,1,0,0.258127,0.0767809,0.270148,0.284218,0.331436,0.420445,0.328451,0.751881,0.162318,5.86176,0.339741,0,-0.0552767,8.44031,0.807464,96.9314,-0.0552767,0.336951,-0.2902139388024807,0.567661315202713,0.248428,999,,,,,,,80.1,5.34,80.1,5.34,,,,,,,,,,,,,,,,,,,"Ryan Ritter","31500",690022
"Jimmy Crooks","STL",14,55,51,12,8,2,0,1,6,6,4,0,15,1,0,0,,0,0,0.240964,0.0681319,0.276923,0.246032,0.299559,0.368675,0.293531,0.668234,0.127711,3.44568,0.319149,0,-0.0600723,5.67001,-0.87855,88.8111,-0.0600723,0.436829,-0.7950346767902374,1.296088069677353,0.240048,999,,,,,,,46.4,3.314285714,46.4,3.314285714,,,,,,,,,,,,,,,,,,,"Jimmy Crooks","31354",699625
