Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Eli White","ATL",18,80,73,18,13,2,1,2,11,10,5,0,21,1,1,0,,3,0,0.244457,0.0579508,0.26271,0.220588,0.297293,0.381981,0.295566,0.679274,0.137525,7.19256,0.310827,0,0.313886,8.26531,-1.12896,87.5863,0.313886,1.16726,-0.8558731079101562,0.5283672213554382,0.237312,999,,,,,,,81.8,4.544444444,81.8,4.544444444,,,,,,,,,,,,,,,,,,,"Eli White","19346",642201
"Rafael Marchán","PHI",26,104,94,19,14,4,0,2,9,10,7,0,17,2,1,0,,0,0,0.206807,0.0710825,0.160322,0.443374,0.280888,0.302456,0.263066,0.583344,0.0956484,1.33367,0.233817,0,-0.155633,8.10571,-4.24104,64.1832,-0.155633,1.3392,-4.591429620981216,3.380090832710266,0.232,999,,,,,,,69.8,2.684615384,69.8,2.684615384,,,,,,,,,,,,,,,,,,,"Rafael Marchan","21646",665561
"Joey Wiemer","WSN",37,159,142,31,19,7,1,4,19,17,14,0,49,2,1,0,,4,1,0.21632,0.0891402,0.305952,0.291353,0.2933,0.357464,0.286989,0.650764,0.141144,5.33865,0.295298,0,0.0766274,15.4234,-3.36515,82.2022,0.0766274,1.30269,-3.277584448456764,0.23787999153137207,0.230641,999,,,,,,,148,4,148,4,,,,,,,,,,,,,,,,,,,"Joey Wiemer","27690",686894
"Weston Wilson","BAL",16,70,62,14,9,2,0,2,9,8,7,0,20,0,0,0,,2,1,0.223615,0.100883,0.286021,0.352713,0.306058,0.38556,0.303298,0.691618,0.161945,5.17943,0.287142,0,-0.0455653,7.6689,-0.551088,94.919,-0.0455653,0.0519034,-0.4621730037033558,0.3003602437674999,0.228559,999,,,,,,,63,3.9375,63,3.9375,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"César Salazar","HOU",14,54,46,10,7,2,0,1,5,6,5,0,10,2,0,0,,0,0,0.213471,0.0915231,0.182417,0.501724,0.317654,0.326831,0.293026,0.644485,0.11336,2.82084,0.246107,0,-0.0945795,5.50691,-0.878855,86.9738,-0.0945795,0.235396,-0.9243185147643089,1.2909515500068665,0.227931,999,,,,,,,46.2,3.3,46.2,3.3,,,,,,,,,,,,,,,,,,,"Cesar Salazar","21587",663967
"Bo Naylor","CLE",14,54,48,10,6,2,0,2,6,6,6,0,13,0,0,0,,0,0,0.207955,0.102936,0.237025,0.434281,0.291941,0.38211,0.295109,0.674051,0.174155,3.16665,0.241226,0,-0.0974998,5.5983,-0.787464,89.0178,-0.0974998,0.100312,-0.7970419973134995,1.1558678522706032,0.227132,574.2899780273438,,,,,,,50.6,3.614285714,50.6,3.614285714,,,,,,,,,,,,,,,,,,,"Bo Naylor","21865",666310
"Christian Moore","LAA",25,109,98,22,15,3,1,3,12,12,10,0,35,1,1,0,,2,1,0.224057,0.0926316,0.317895,0.291391,0.299578,0.358491,0.28989,0.658069,0.134434,5.89753,0.316981,0,-0.0831616,10.861,-2.0561,83.06,-0.0831616,0.32384,-2.26584080606699,0.7142720818519592,0.226435,748.3499755859375,,,,,,,101.8,4.072,101.8,4.072,,,,,,,,,,,,,,,,,,,"Christian Moore","34979",695681
"Jorge Mateo","ATL",15,65,60,14,9,3,1,1,10,6,4,0,18,0,0,0,,5,1,0.233167,0.0596311,0.274194,0.217478,0.280229,0.377242,0.285647,0.657471,0.144075,8.57157,0.304943,0,0.494016,6.19536,-1.43748,80.7919,0.494016,0.441424,-0.9766111671924591,1.027071624994278,0.225204,999,,,,,,,60.9,4.06,60.9,4.06,,,,,,,,,,,,,,,,,,,"Jorge Mateo","17273",622761
"Griffin Conine","MIA",44,189,167,38,24,7,1,6,22,23,18,0,63,2,1,0,,1,0,0.229081,0.0974052,0.33451,0.291188,0.31144,0.388474,0.30791,0.699914,0.159392,3.98397,0.326086,0,-0.260788,21.5227,-0.788732,95.1726,-0.260788,0.756564,-1.3411481082439423,-2.757324755191803,0.223873,999,,,,,,,190.1,4.320454545,190.1,4.320454545,,,,,,,,,,,,,,,,,,,"Griffin Conine","21626",665052
"Michael Conforto","CHC",33,144,125,28,17,7,0,5,17,15,16,0,38,2,1,0,,0,0,0.225758,0.112843,0.261675,0.431232,0.322782,0.39329,0.315183,0.716072,0.167532,2.73185,0.283232,0,-0.169185,17.276,0.248928,103.288,-0.169185,-0.669339,0.3923335373401642,-3.065172553062439,0.217397,999,,,,,,,153.1,4.639393939,153.1,4.639393939,,,,,,,,,,,,,,,,,,,"Michael Conforto","16376",624424
"Alejandro Osuna","TEX",23,100,87,22,15,4,1,2,12,11,9,0,21,3,1,1,,3,2,0.250277,0.0925562,0.21334,0.433843,0.339101,0.371429,0.315993,0.71053,0.121152,5.53272,0.311636,0,-0.200892,12.0841,0.239118,103.625,-0.200892,-0.484808,0.2274063527584076,-1.5588817596435547,0.216982,999,,,,,,,108.4,4.713043478,108.4,4.713043478,,,,,,,,,,,,,,,,,,,"Alejandro Osuna","27915",696030
"Hyeseong Kim","LAD",23,99,92,22,16,3,1,2,12,12,5,0,29,1,1,0,,7,1,0.240415,0.053339,0.28753,0.185507,0.288226,0.351601,0.280899,0.639828,0.111186,7.89482,0.326837,0,0.900454,9.1482,-2.59464,78.5193,0.900454,0.0100657,-1.6297370791435242,0.4359916169196367,0.21639,740.77001953125,,,,,,,92.9,4.039130434,92.9,4.039130434,,,,,,,,,,,,,,,,,,,"Hyeseong Kim","35322",808975
"Max Kepler",,17,75,66,15,9,3,0,3,10,9,7,0,15,1,1,0,,1,0,0.231959,0.0940367,0.201835,0.465909,0.309633,0.407217,0.31218,0.71685,0.175258,3.88306,0.25784,0,-0.00915747,8.75419,-0.0529361,99.1598,-0.00915747,0.423684,-0.08317703753709793,-0.374926894903183,0.211389,999,,,,,,,80.8,4.752941176,80.8,4.752941176,,,,,,,,,,,,,,,,,,,"Max Kepler","12144",596146
"Braden Shewmake","HOU",33,143,132,30,20,6,1,3,16,15,8,0,29,1,1,1,,4,1,0.223394,0.0551527,0.204615,0.269544,0.271014,0.349823,0.271716,0.620836,0.126428,5.98253,0.262027,0,0.36399,12.0845,-4.79457,72.2943,0.36399,0.796636,-4.300753444433212,1.412377119064331,0.207805,999,,,,,,,119.1,3.609090909,119.1,3.609090909,,,,,,,,,,,,,,,,,,,"Braden Shewmake","25817",669699
"Thomas Saggese","STL",30,130,120,29,21,5,0,2,15,13,8,0,35,2,1,0,,1,1,0.240119,0.0601516,0.268017,0.224432,0.293483,0.35191,0.284423,0.645393,0.111791,4.13445,0.316698,0,-0.269344,12.369,-3.02948,82.5723,-0.269344,0.540784,-2.9611846804618835,0.6123889461159706,0.203599,999,,,,,,,104.8,3.493333333,104.8,3.493333333,,,,,,,,,,,,,,,,,,,"Thomas Saggese","27883",695336
"Myles Straw","TOR",26,110,99,24,18,4,1,1,15,9,9,0,20,0,1,2,,3,1,0.241984,0.080039,0.17907,0.44697,0.303646,0.329073,0.281533,0.632719,0.0870884,6.47757,0.290376,0,0.250684,10.2073,-2.82213,79.0853,0.250684,1.08816,-2.4675529301166534,0.6227299571037292,0.199781,999,,,,,,,92,3.538461538,92,3.538461538,,,,,,,,,,,,,,,,,,,"Myles Straw","17620",664702
"Blake Perkins","MIL",19,82,72,15,11,3,0,1,10,8,8,0,22,1,0,0,,3,1,0.214971,0.104002,0.265861,0.391189,0.301401,0.323921,0.280973,0.625323,0.10895,6.15254,0.287751,0,0.0918759,7.51436,-2.12498,78.8152,0.0918759,0.958147,-1.9564704298973083,1.1766652762889862,0.198101,999,,,,,,,60,3.157894736,60,3.157894736,,,,,,,,,,,,,,,,,,,"Blake Perkins","19921",663368
"Tyler Tolbert","KCR",20,84,75,17,12,3,1,1,11,8,5,0,22,1,0,2,,7,1,0.230681,0.0582616,0.266048,0.218989,0.287879,0.333791,0.275059,0.621669,0.103109,8.93764,0.31362,0,0.862766,7.3754,-2.60601,71.0049,0.862766,0.917663,-2.02410626411438,1.0418916195631027,0.197146,999,,,,,,,72.5,3.625,72.5,3.625,,,,,,,,,,,,,,,,,,,"Tyler Tolbert","25779",686475
"Taylor Trammell","HOU",16,69,60,14,8,3,0,2,9,9,8,0,20,1,0,0,,2,1,0.227767,0.117081,0.284096,0.412116,0.323123,0.412322,0.322228,0.735445,0.184555,5.46743,0.293763,0,0.0241172,8.66212,0.513611,107.09,0.0241172,-0.528777,0.600401533767581,-1.056555151939392,0.196313,999,,,,,,,73.9,4.61875,73.9,4.61875,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"Dominic Smith","ATL",54,234,211,54,38,9,0,7,26,29,17,0,45,3,2,0,,1,0,0.256509,0.0721299,0.193746,0.37229,0.318202,0.398385,0.312794,0.716587,0.141877,3.49768,0.295358,0,-0.096642,27.5461,-0.0495992,99.3878,-0.096642,0.0372059,-0.2660891190171242,-5.695047192275524,0.185636,999,,,,,,,245.2,4.54074074,245.2,4.54074074,,,,,,,,,,,,,,,,,,,"Dominic Smith","15653",642086
"James McCann","ARI",36,144,134,31,21,7,0,3,14,16,7,0,39,2,1,1,,0,0,0.230895,0.0459213,0.272183,0.168715,0.275663,0.350607,0.274542,0.626269,0.119711,2.64945,0.303054,0,-0.0963036,12.5255,-4.50757,72.6712,-0.0963036,-0.594719,-4.765545018017292,1.7705589532852173,0.18461,999,,,,,,,115.1,3.197222222,115.1,3.197222222,,,,,,,,,,,,,,,,,,,"James McCann","12859",543510
"Tristan Peters","CHW",42,180,162,38,26,7,1,3,21,17,15,0,36,1,1,1,,3,2,0.233611,0.0846462,0.201837,0.419379,0.303596,0.348087,0.288344,0.651682,0.114476,5.23098,0.28285,0,-0.364334,17.7006,-3.62028,82.9159,-0.364334,-0.726498,-3.9976812601089478,-0.44007813930511475,0.181737,999,,,,,,,153.1,3.645238095,153.1,3.645238095,,,,,,,,,,,,,,,,,,,"Tristan Peters","30063",671976
"Andrés Chaparro","WSN",15,65,58,14,9,3,0,2,7,8,5,0,15,1,0,0,,0,0,0.24254,0.0818632,0.237711,0.344382,0.311119,0.420077,0.317161,0.731196,0.177536,3.0131,0.288287,0,-0.0404433,7.84821,0.215368,102.871,-0.0404433,0.664531,0.1793682798743248,-0.5954998731613159,0.177466,999,,,,,,,65.9,4.393333333,65.9,4.393333333,,,,,,,,,,,,,,,,,,,"Andres Chaparro","21797",665953
"Ryan Mountcastle","BAL",21,89,83,22,14,5,0,3,10,11,5,0,22,1,1,0,,1,0,0.26075,0.0578885,0.245731,0.235577,0.30677,0.432535,0.319139,0.739305,0.171786,3.39783,0.317033,0,-0.0128187,11.0103,0.441785,105.831,-0.0128187,0.00134735,0.6018689963966608,-1.9508131250040606,0.177133,748.0900268554688,,,,,,,102.8,4.895238095,102.8,4.895238095,,,,,,,,,,,,,,,,,,,"Ryan Mountcastle","18373",663624
"Alex Freeland","LAD",11,50,43,10,6,2,0,1,6,5,5,0,14,1,0,0,,1,0,0.224686,0.109648,0.273042,0.401579,0.317842,0.370135,0.305055,0.687976,0.145449,4.55737,0.292161,0,0.00517272,5.54864,-0.32278,95.0665,0.00517272,0.125073,-0.2853852929547429,0.30254174768924713,0.171018,999,,,,,,,48.1,4.372727272,48.1,4.372727272,,,,,,,,,,,,,,,,,,,"Alex Freeland","31665",690976
"Mickey Gasper","BOS",19,78,68,17,11,4,0,2,9,10,8,0,13,2,0,0,,1,0,0.247593,0.098322,0.173247,0.567527,0.337029,0.378159,0.31804,0.715188,0.130566,4.03705,0.285952,0,-0.0686373,9.48555,0.314176,99.4339,-0.0686373,-0.455697,-0.12042902410030365,-0.9927339553833008,0.159594,999,,,,,,,89.5,4.710526315,89.5,4.710526315,,,,,,,,,,,,,,,,,,,"Mickey Gasper","24759",681508
"Jorge Barrosa","ARI",29,126,113,25,16,7,1,2,14,12,11,0,30,1,1,1,,2,1,0.223677,0.0837752,0.235014,0.356469,0.293228,0.340825,0.280326,0.634053,0.117147,4.82621,0.286477,0,-0.279837,11.5753,-3.35857,76.6329,-0.279837,1.74373,-3.780154675245285,1.1117843985557556,0.157508,999,,,,,,,108.8,3.751724137,108.8,3.751724137,,,,,,,,,,,,,,,,,,,"Jorge Barrosa","23968",678489
"Bryce Eldridge","SFG",60,258,233,53,30,12,0,10,24,34,22,2,80,2,1,0,,0,0,0.228221,0.0853541,0.310155,0.275198,0.298739,0.417268,0.307306,0.716007,0.189047,1.94692,0.297483,0,-0.447918,29.3252,-1.20619,98.4928,-0.447918,-0.349023,-0.9095157086849213,-6.170010954141617,0.155842,999,,,,,,,264.6,4.41,264.6,4.41,,,,,,,,,,,,,,,,,,,"Bryce Eldridge","33390",805811
"Hao-Yu  Lee","DET",9,40,36,8,6,2,0,1,5,5,3,0,9,1,0,0,,1,0,0.234408,0.0803768,0.217734,0.369152,0.306705,0.374911,0.299386,0.681617,0.140503,6.11852,0.283631,0,0.0202968,4.25597,-0.441168,90.5291,0.0202968,0.257386,-0.42344922944903374,0.3993612229824066,0.137601,999,,,,,,,37.9,4.211111111,37.9,4.211111111,,,,,,,,,,,,,,,,,,,"Hao-Yu  Lee","30080",701678
"Nick Allen","HOU",27,118,106,24,19,4,0,1,12,9,9,0,23,1,1,2,,2,1,0.227628,0.0755979,0.195073,0.387537,0.290495,0.299133,0.26506,0.589627,0.0715041,4.16471,0.280001,0,-0.249131,9.36202,-4.60685,67.7088,-0.249131,1.27474,-4.748538598418236,2.0136314630508423,0.136727,999,,,,,,,80.4,2.977777777,80.4,2.977777777,,,,,,,,,,,,,,,,,,,"Nick Allen","22277",669397
"Justin Foscue","TEX",21,90,81,18,11,4,0,3,10,11,7,0,16,1,1,0,,1,0,0.224327,0.0828546,0.172112,0.4814,0.298707,0.37984,0.298178,0.678547,0.155513,3.89409,0.246133,0,-0.0959478,9.57064,-1.08981,91.3525,-0.0959478,-0.437095,-1.0154968351125717,-0.7593168914318085,0.136302,999,,,,,,,85.5,4.071428571,85.5,4.071428571,,,,,,,,,,,,,,,,,,,"Justin Foscue","27501",679822
"Jett Williams","MIL",11,46,40,9,5,2,1,1,6,6,5,0,12,0,0,0,,1,1,0.228745,0.101604,0.270945,0.375,0.314286,0.396761,0.311497,0.711047,0.168016,7.30401,0.301205,0,-0.00859164,5.36407,-0.0580565,99.7251,-0.00859164,-0.453985,-0.023542209528386593,-0.2172563374042511,0.131674,999,,,,,,,45.4,4.127272727,45.4,4.127272727,,,,,,,,,,,,,,,,,,,"Jett Williams","sa3020134",702518
"Thairo Estrada",,14,60,56,13,9,2,0,1,7,7,2,0,12,1,0,0,,1,1,0.241935,0.0401003,0.200501,0.2,0.285714,0.370968,0.286774,0.656682,0.129032,4.61129,0.280702,0,-0.0915239,5.77333,-1.27237,81.707,-0.0915239,0.432121,-1.3807617351412773,0.6450841575860977,0.131338,999,,,,,,,40.1,2.864285714,40.1,2.864285714,,,,,,,,,,,,,,,,,,,"Thairo Estrada","16426",642731
"George Valera","CLE",35,153,137,32,21,7,0,5,17,18,14,0,43,1,1,0,,0,0,0.234456,0.0912362,0.283545,0.321769,0.307154,0.388661,0.305192,0.695814,0.154204,2.78206,0.306331,0,-0.319337,17.0682,-0.974875,95.9637,-0.319337,-0.183427,-1.0457867085933685,-2.945464074611664,0.129679,748.3099975585938,,,,,,,154.5,4.414285714,154.5,4.414285714,,,,,,,,,,,,,,,,,,,"George Valera","22541",671655
"Jace Jung","DET",11,50,43,10,6,2,0,2,6,6,6,0,12,0,0,0,,0,0,0.22729,0.122205,0.251327,0.486239,0.324618,0.392436,0.315745,0.717054,0.165146,3.45842,0.281548,0,-0.100058,5.97993,0.108515,101.798,-0.100058,0.141869,0.005233794450759888,-0.46152588725090027,0.128397,999,,,,,,,55.6,5.054545454,55.6,5.054545454,,,,,,,,,,,,,,,,,,,"Jace Jung","31437",690291
"Andrew McCutchen","TEX",37,160,139,31,21,6,0,4,17,17,19,1,40,1,1,0,,1,1,0.224597,0.120341,0.25083,0.479769,0.3226,0.359732,0.303331,0.682332,0.135135,2.2983,0.281249,0,-0.341586,17.6856,-1.26632,94.9026,-0.341586,0.0370593,-1.3052180707454681,-2.9703481197357178,0.12769,999,,,,,,,148.7,4.018918918,148.7,4.018918918,,,,,,,,,,,,,,,,,,,"Andrew McCutchen","9847",457705
"Jorbit Vivas","WSN",33,144,126,29,22,5,1,1,17,12,13,0,19,4,1,1,,2,1,0.232815,0.0907016,0.134774,0.672991,0.322752,0.320035,0.29071,0.642787,0.0872194,4.71807,0.263235,0,-0.337931,14.4127,-2.6144,84.7507,-0.337931,0.268489,-2.9424148201942444,-0.6366040706634521,0.124683,999,,,,,,,118,3.575757575,118,3.575757575,,,,,,,,,,,,,,,,,,,"Jorbit Vivas","23917",678391
"Ronny Mauricio","NYM",10,45,42,10,7,2,0,1,5,5,3,0,12,0,0,0,,1,0,0.241206,0.0575974,0.25657,0.22449,0.288174,0.394171,0.293861,0.682345,0.152965,4.88987,0.296696,0,0.0463388,4.62721,-0.703019,90.1901,0.0463388,0.355915,-0.47815681621432304,0.19480359554290771,0.12467,999,,,,,,,40.1,4.01,40.1,4.01,,,,,,,,,,,,,,,,,,,"Ronny Mauricio","23698",677595
"Bryce Johnson","SDP",16,70,61,14,10,3,0,1,8,7,6,0,19,1,0,1,,3,1,0.230127,0.0862523,0.275856,0.312671,0.309529,0.326613,0.285677,0.636142,0.0964862,6.63891,0.320907,0,0.20497,6.73161,-1.55985,85.0215,0.20497,0.243996,-1.0407844930887222,-0.07822589576244354,0.12454,999,,,,,,,59.4,3.7125,59.4,3.7125,,,,,,,,,,,,,,,,,,,"Bryce Johnson","20002",669369
"Jose Iglesias",,17,75,69,17,13,3,0,1,7,7,4,0,13,1,0,0,,1,0,0.253205,0.0501475,0.171091,0.293103,0.302671,0.339744,0.284753,0.642414,0.0865385,3.17802,0.297619,0,-0.078595,7.09436,-1.71277,80.3187,-0.078595,-0.071134,-1.8124439045786858,0.4790203124284744,0.121832,999,,,,,,,61.2,3.6,61.2,3.6,,,,,,,,,,,,,,,,,,,"Jose Iglesias","10231",578428
"Blaine Crim","COL",17,75,67,18,11,4,0,2,9,9,6,0,15,1,1,0,,0,0,0.264228,0.0852995,0.201452,0.423423,0.333938,0.441057,0.334715,0.774995,0.176829,3.97861,0.304348,0,-0.0939005,10.1179,1.3108,101.223,-0.0939005,0.128372,0.014132894575595856,-1.3091278970241547,0.1214,999,,,,,,,85.2,5.011764705,85.2,5.011764705,,,,,,,,,,,,,,,,,,,"Blaine Crim","25714",688760
"Edgar Quero","CHW",44,181,160,38,30,6,0,3,14,20,16,0,36,3,2,0,,0,0,0.237643,0.0863084,0.199083,0.433531,0.313038,0.327376,0.287503,0.640414,0.0897339,1.31345,0.285841,0,-0.404345,17.5913,-3.7465,82.3364,-0.404345,-1.05711,-4.1639304459095,-0.8780965805053711,0.120418,475.1000061035156,,,,,,,155.4,3.531818181,155.4,3.531818181,,,,,,,,,,,,,,,,,,,"Edgar Quero","28022",700337
"Cody Freeman","TEX",19,80,74,18,12,4,0,2,9,9,4,0,13,0,1,0,,1,0,0.242171,0.0541586,0.156673,0.345679,0.285437,0.382046,0.28904,0.667483,0.139875,4.03092,0.262211,0,-0.115027,7.9123,-1.56366,85.0583,-0.115027,-0.382984,-1.527343712747097,-0.096564382314682,0.116421,999,,,,,,,71.1,3.742105263,71.1,3.742105263,,,,,,,,,,,,,,,,,,,"Cody Freeman","25629",683227
"Rodolfo Durán","SDP",8,32,29,7,4,1,0,1,4,4,2,0,8,0,0,0,,0,0,0.225442,0.0555945,0.24552,0.226436,0.274535,0.382208,0.285261,0.656744,0.156766,4.0738,0.271341,0,-0.00335193,3.06648,-0.723902,84.7367,-0.00335193,0.0210121,-0.583666087128222,0.6475553587079048,0.115807,999,,,,,,,28.5,3.5625,28.5,3.5625,,,,,,,,,,,,,,,,,,,"Rodolfo Duran","20958",660710
"Triston Casas","BOS",13,55,48,11,7,2,0,2,6,7,7,0,14,0,0,0,,0,0,0.23871,0.128134,0.253482,0.505495,0.339833,0.425806,0.33303,0.765639,0.187097,0.932952,0.291262,0,-0.0902367,7.40892,0.894197,109.76,-0.0902367,-0.0857391,0.5440013334155083,-1.3209242820739746,0.114776,746.0599975585938,,,,,,,59.2,4.553846153,59.2,4.553846153,,,,,,,,,,,,,,,,,,,"Triston Casas","22514",671213
"Braxton Fulford","COL",7,27,24,6,4,1,0,1,3,4,2,0,7,1,0,0,,0,0,0.238471,0.0715116,0.269523,0.265327,0.312168,0.395934,0.310692,0.708103,0.157464,4.92189,0.306449,0,-0.0437603,3.16858,-0.0523069,84.766,-0.0437603,0.21492,-0.5359375886619091,0.7473270446062088,0.11448,999,,,,,,,30.9,4.414285714,30.9,4.414285714,,,,,,,,,,,,,,,,,,,"Braxton Fulford","29704",690924
"Blake Dunn","CIN",10,45,39,9,7,1,0,1,6,5,4,0,12,1,0,1,,2,0,0.244055,0.0913021,0.27804,0.328378,0.335216,0.363162,0.312577,0.698378,0.119107,6.35038,0.332917,0,0.171893,5.26691,-0.0173681,94.8302,0.171893,-0.0743231,-0.1021338701248169,-0.26953911781311035,0.11431,999,,,,,,,42.5,4.25,42.5,4.25,,,,,,,,,,,,,,,,,,,"Blake Dunn","29487",694362
"Ryan Kreidler","MIN",17,75,64,13,8,3,0,2,8,7,8,0,22,1,0,1,,2,1,0.202813,0.112827,0.300212,0.375824,0.303958,0.332481,0.286457,0.636438,0.129668,5.44867,0.282624,0,-0.0684995,7.19747,-1.60966,81.1151,-0.0684995,0.187946,-1.7275479659438133,0.24118679761886597,0.110549,999,,,,,,,64.3,3.782352941,64.3,3.782352941,,,,,,,,,,,,,,,,,,,"Ryan Kreidler","25867",668952
"Heriberto Hernández","MIA",33,144,126,28,17,5,1,5,16,19,15,0,41,2,1,0,,2,1,0.222483,0.107253,0.287205,0.373437,0.313282,0.389443,0.309642,0.702725,0.16696,4.70014,0.288292,0,-0.0859862,16.6278,-0.399296,96.359,-0.0859862,-0.495883,-0.7078405395150185,-3.033691644668579,0.108056,999,,,,,,,150,4.545454545,150,4.545454545,,,,,,,,,,,,,,,,,,,"Heriberto Hernandez","24878",681715
"Nate Eaton","BOS",10,45,41,10,7,2,0,1,6,5,3,0,11,1,0,0,,2,0,0.245192,0.0655022,0.244541,0.267857,0.303297,0.387019,0.301623,0.690316,0.141827,6.41146,0.309764,0,0.0865821,4.91153,-0.418699,88.1247,0.0865821,0.303097,-0.544810526072979,0.03457823395729065,0.106741,999,,,,,,,46,4.6,46,4.6,,,,,,,,,,,,,,,,,,,"Nate Eaton","25055",681987
"Brett Harris","ATH",8,35,31,7,5,1,0,1,4,4,3,0,7,1,0,0,,0,0,0.233206,0.0927605,0.200273,0.46317,0.319864,0.356833,0.302115,0.676697,0.123627,4.0167,0.276317,0,-0.0438764,3.83408,-0.31165,89.8401,-0.0438764,0.387553,-0.4640248604118824,0.2980467453598976,0.106641,999,,,,,,,32.5,4.0625,32.5,4.0625,,,,,,,,,,,,,,,,,,,"Brett Harris","29788",695391
"Gabriel Gonzalez","MIN",8,35,32,9,6,2,0,1,4,4,2,0,6,1,0,0,,0,0,0.272541,0.0598131,0.175701,0.340426,0.327103,0.420082,0.324702,0.747185,0.147541,3.86636,0.314433,0,-0.0697998,4.4389,0.328911,107.461,-0.0697998,-0.0314453,0.23606252670288086,-0.404130507260561,0.105362,999,,,,,,,42.6,5.325,42.6,5.325,,,,,,,,,,,,,,,,,,,"Gabriel Gonzalez","sa3015723",694224
"Reese McGuire",,14,55,50,11,8,2,0,1,4,6,3,0,12,1,0,1,,0,0,0.218714,0.0559905,0.222906,0.251185,0.272265,0.328841,0.265982,0.601106,0.110127,2.25663,0.26231,0,-0.0352023,4.35814,-2.08364,67.4241,-0.0352023,0.224204,-2.1342678740620613,1.289018601179123,0.102418,999,,,,,,,38.8,2.771428571,38.8,2.771428571,,,,,,,,,,,,,,,,,,,"Reese McGuire","15674",624512
"Mike Tauchman","NYM",12,50,43,10,7,2,0,1,6,5,6,0,12,1,0,0,,0,0,0.236527,0.121134,0.244845,0.494737,0.337629,0.371257,0.315606,0.708886,0.134731,3.92625,0.301724,0,-0.0640872,6.02626,0.10379,105.086,-0.0640872,0.0595963,0.23806237429380417,-0.9070703685283661,0.102287,999,,,,,,,49.2,4.1,49.2,4.1,,,,,,,,,,,,,,,,,,,"Mike Tauchman","15274",643565
"Tyler Austin","CHC",20,84,75,18,12,4,0,2,10,9,8,0,19,1,1,0,,2,0,0.24038,0.0942898,0.220783,0.427069,0.319106,0.389003,0.310421,0.708109,0.148623,4.5427,0.287519,0,-0.0198237,9.80073,-0.180676,100.026,-0.0198237,0,-0.017257465980947018,-1.8279321193695068,0.0989606,999,,,,,,,87,4.35,87,4.35,,,,,,,,,,,,,,,,,,,"Tyler Austin","11850",592122
"Jared Oliva","SFG",6,25,23,5,4,1,0,0,4,3,1,0,6,0,0,0,,2,0,0.237065,0.0600648,0.223133,0.269188,0.296548,0.366548,0.291255,0.663096,0.129483,8.96008,0.292116,0,0.255141,2.49595,-0.439757,87.4976,0.255141,0.364788,-0.1130203902721405,0.2405594438314438,0.0976802,999,,,,,,,14.7,2.45,14.7,2.45,,,,,,,,,,,,,,,,,,,"Jared Oliva","19968",666931
"Bryce Teodosio","LAA",16,70,64,14,10,2,1,1,7,6,4,0,23,1,0,1,,4,1,0.219612,0.0533999,0.330029,0.161804,0.273836,0.315752,0.2616,0.589588,0.09614,7.74797,0.326966,0,0.343621,5.31368,-2.90631,63.5722,0.343621,1.22059,-2.6432382464408875,1.185100570321083,0.0959288,999,,,,,,,55.1,3.44375,55.1,3.44375,,,,,,,,,,,,,,,,,,,"Bryce Teodosio","29524",669326
"Zach Dezenzo","HOU",19,84,76,19,12,4,0,3,11,10,6,0,25,1,0,0,,1,0,0.243366,0.0728783,0.30361,0.240039,0.304495,0.402265,0.308214,0.706761,0.1589,3.95226,0.326878,0,-0.0170227,9.56548,-0.329136,97.4363,-0.0170227,-0.781351,-0.27005466260015965,-1.678573489189148,0.0956819,999,,,,,,,93.1,4.9,93.1,4.9,,,,,,,,,,,,,,,,,,,"Zach Dezenzo","31562",701305
"Brett Sullivan","COL",30,118,108,25,16,6,1,2,13,12,8,0,20,1,1,0,,1,1,0.233899,0.0700589,0.170925,0.40988,0.291265,0.361208,0.285929,0.652473,0.127309,5.01215,0.270327,0,-0.172924,11.3557,-2.60154,67.8027,-0.172924,-0.663505,-4.680573225021362,1.6435943245887756,0.0916406,999,,,,,,,100,3.333333333,100,3.333333333,,,,,,,,,,,,,,,,,,,"Brett Sullivan","18217",664954
"Christian Koss","SFG",6,25,23,6,4,1,0,0,3,3,1,0,6,0,0,0,,0,0,0.248926,0.0494108,0.223752,0.220828,0.298467,0.366176,0.29183,0.664643,0.11725,4.99795,0.308364,0,-0.039536,2.50755,-0.428162,87.8914,-0.039536,0.26291,-0.39610202983021736,0.42263244092464447,0.0873457,999,,,,,,,16.5,2.75,16.5,2.75,,,,,,,,,,,,,,,,,,,"Christian Koss","27653",683766
